reference_area,measure,sex,age,education_level,domain,ref_area,measure_1,unit_measure,unit_of_measure,age_1,sex_1,education_lev,domain_1,year,year_1,value,observation_value,obs_status,observation_status,unit_mult,unit_multiplier,decimals,decimals_1,base_per,base_period
Portugal,11_3,_T,_T,Total,HSL_11,PRT,Feelings of physical pain,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,_T,Subjective well-being,2024,,39.0,,A,Normal value,0,Units,2,Two,,
Portugal,1_1,_T,_T,Total,HSL_1,PRT,Households and NPISHs net adjusted disposable income per capita,USD_PPP_PS,"US dollars per person, PPP converted",Total,Total,_T,Income and wealth,2024,,34212.0,,E,Estimated value,0,Units,2,Two,2022.0,
Portugal,1_2,_T,_T,Total,HSL_1,PRT,Top average household disposable income quintile,FCTR_Q1_INC,Factor of lowest income quintile,Total,Total,_T,Income and wealth,2022,,5.479846711,,A,Normal value,0,Units,2,Two,,
Portugal,1_3,_T,_T,Total,HSL_1,PRT,Median net wealth,USD_HH_PPP,"US dollars per household, PPP converted",Total,Total,_T,Income and wealth,2020,,184853.0,,A,Normal value,0,Units,2,Two,2022.0,
Portugal,1_3_VER,_T,_T,Total,HSL_1,PRT,Top wealthiest households decile,PT_B90_S14,Percentage of household wealth,Total,Total,_T,Income and wealth,2020,,50.87640381,,A,Normal value,0,Units,2,Two,,
Portugal,1_4,_T,_T,Total,HSL_1,PRT,Household disposable income below the relative income poverty line,PT_POP,Percentage of population,Total,Total,_T,Income and wealth,2022,,11.24167376,,A,Normal value,0,Units,2,Two,,
Portugal,1_5,_T,_T,Total,HSL_1,PRT,Difficulty making ends meet,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,_T,Income and wealth,2024,,21.8,,A,Normal value,0,Units,2,Two,,
Portugal,1_6,_T,_T,Total,HSL_1,PRT,Equivalised liquid financial assets below three months of the annual national relative income poverty line,PT_POP,Percentage of population,Total,Total,_T,Income and wealth,2020,,40.29838741,,D,Definition differs,0,Units,2,Two,,
Portugal,2_1,F,_T,Total,HSL_2,PRT,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Female,_T,Work and job quality,2024,,78.565,,A,Normal value,0,Units,2,Two,,
Portugal,2_1,M,_T,Total,HSL_2,PRT,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Male,_T,Work and job quality,2024,,84.8,,A,Normal value,0,Units,2,Two,,
Portugal,2_1,_T,MID,Total,HSL_2,PRT,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,Total,_T,Work and job quality,2024,,86.679,,A,Normal value,0,Units,2,Two,,
Portugal,2_1,_T,OLD,Total,HSL_2,PRT,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Old,Total,_T,Work and job quality,2024,,67.551,,A,Normal value,0,Units,2,Two,,
Portugal,2_1,_T,YOUNG,Total,HSL_2,PRT,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Young,Total,_T,Work and job quality,2024,,30.053,,A,Normal value,0,Units,2,Two,,
Portugal,2_1,_T,_T,Primary education,HSL_2,PRT,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Total,ISCED11_1,Work and job quality,2023,,71.53424835,,A,Normal value,0,Units,2,Two,,
Portugal,2_1,_T,_T,Secondary education,HSL_2,PRT,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Total,ISCED11_2_3,Work and job quality,2023,,84.95320129,,A,Normal value,0,Units,2,Two,,
Portugal,2_1,_T,_T,Tertiary education,HSL_2,PRT,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Total,ISCED11_5T8,Work and job quality,2023,,90.83652496,,A,Normal value,0,Units,2,Two,,
Portugal,2_1,_T,_T,Total,HSL_2,PRT,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,Total,Total,_T,Work and job quality,2024,,81.578,,A,Normal value,0,Units,2,Two,,
Portugal,2_2,_T,_T,Total,HSL_2,PRT,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,Total,Total,_T,Work and job quality,2023,,10.05610151,,A,Normal value,0,Units,2,Two,,
Portugal,2_3,F,_T,Total,HSL_2,PRT,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Female,_T,Work and job quality,2024,,2.746990879,,A,Normal value,0,Units,2,Two,,
Portugal,2_3,M,_T,Total,HSL_2,PRT,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Male,_T,Work and job quality,2024,,2.409793211,,A,Normal value,0,Units,2,Two,,
Portugal,2_3,_T,MID,Total,HSL_2,PRT,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Middle-aged,Total,_T,Work and job quality,2024,,2.066333879,,A,Normal value,0,Units,2,Two,,
Portugal,2_3,_T,OLD,Total,HSL_2,PRT,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Old,Total,_T,Work and job quality,2024,,4.37199141,,A,Normal value,0,Units,2,Two,,
Portugal,2_3,_T,YOUNG,Total,HSL_2,PRT,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Young,Total,_T,Work and job quality,2024,,3.911789638,,A,Normal value,0,Units,2,Two,,
Portugal,2_3,_T,_T,Primary education,HSL_2,PRT,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Total,ISCED11_1,Work and job quality,2021,,3.589233476,,D,Definition differs,0,Units,2,Two,,
Portugal,2_3,_T,_T,Secondary education,HSL_2,PRT,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Total,ISCED11_2_3,Work and job quality,2021,,2.997298922,,D,Definition differs,0,Units,2,Two,,
Portugal,2_3,_T,_T,Tertiary education,HSL_2,PRT,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Total,ISCED11_5T8,Work and job quality,2021,,1.729989592,,D,Definition differs,0,Units,2,Two,,
Portugal,2_3,_T,_T,Total,HSL_2,PRT,Long-term unemployment rate,PT_LF,Percentage of labour force,Total,Total,_T,Work and job quality,2024,,2.577549495,,A,Normal value,0,Units,2,Two,,
Portugal,2_4,F,_T,Total,HSL_2,PRT,"Youth not in employment, education or training",PT_POP_Y15T24_SUB,Percentage of population aged 15-24 years in the same subgroup,Total,Female,_T,Work and job quality,2023,,10.467176,,A,Normal value,0,Units,2,Two,,
Portugal,2_4,M,_T,Total,HSL_2,PRT,"Youth not in employment, education or training",PT_POP_Y15T24_SUB,Percentage of population aged 15-24 years in the same subgroup,Total,Male,_T,Work and job quality,2023,,10.738142,,A,Normal value,0,Units,2,Two,,
Portugal,2_4,_T,_T,Total,HSL_2,PRT,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,Total,Total,_T,Work and job quality,2023,,10.605176,,A,Normal value,0,Units,2,Two,,
Portugal,2_5,F,_T,Total,HSL_2,PRT,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Female,_T,Work and job quality,2016,,8.040076256,,A,Normal value,0,Units,2,Two,,
Portugal,2_5,M,_T,Total,HSL_2,PRT,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Male,_T,Work and job quality,2016,,8.22520256,,A,Normal value,0,Units,2,Two,,
Portugal,2_5,_T,MID,Total,HSL_2,PRT,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Middle-aged,Total,_T,Work and job quality,2016,,5.508972168,,A,Normal value,0,Units,2,Two,,
Portugal,2_5,_T,OLD,Total,HSL_2,PRT,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Old,Total,_T,Work and job quality,2016,,5.619430542,,A,Normal value,0,Units,2,Two,,
Portugal,2_5,_T,YOUNG,Total,HSL_2,PRT,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Young,Total,_T,Work and job quality,2016,,14.00901031,,A,Normal value,0,Units,2,Two,,
Portugal,2_5,_T,_T,Primary education,HSL_2,PRT,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Total,ISCED11_1,Work and job quality,2016,,8.685726166,,A,Normal value,0,Units,2,Two,,
Portugal,2_5,_T,_T,Secondary education,HSL_2,PRT,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Total,ISCED11_2_3,Work and job quality,2016,,9.373927116,,A,Normal value,0,Units,2,Two,,
Portugal,2_5,_T,_T,Tertiary education,HSL_2,PRT,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Total,ISCED11_5T8,Work and job quality,2016,,6.13142395,,A,Normal value,0,Units,2,Two,,
Portugal,2_5,_T,_T,Total,HSL_2,PRT,Labour market insecurity,PT_EARN_PRVS_LST,Percentage of previous earnings lost,Total,Total,_T,Work and job quality,2016,,8.132401466,,A,Normal value,0,Units,2,Two,,
Portugal,2_6,F,_T,Total,HSL_2,PRT,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Female,_T,Work and job quality,2015,,29.01027298,,A,Normal value,0,Units,2,Two,,
Portugal,2_6,M,_T,Total,HSL_2,PRT,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Male,_T,Work and job quality,2015,,38.47945404,,A,Normal value,0,Units,2,Two,,
Portugal,2_6,_T,MID,Total,HSL_2,PRT,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Middle-aged,Total,_T,Work and job quality,2015,,31.08673668,,A,Normal value,0,Units,2,Two,,
Portugal,2_6,_T,OLD,Total,HSL_2,PRT,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Old,Total,_T,Work and job quality,2015,,32.26737976,,A,Normal value,0,Units,2,Two,,
Portugal,2_6,_T,YOUNG,Total,HSL_2,PRT,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Young,Total,_T,Work and job quality,2015,,42.14249039,,A,Normal value,0,Units,2,Two,,
Portugal,2_6,_T,_T,Primary education,HSL_2,PRT,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Total,ISCED11_1,Work and job quality,2015,,28.60754013,,A,Normal value,0,Units,2,Two,,
Portugal,2_6,_T,_T,Secondary education,HSL_2,PRT,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Total,ISCED11_2_3,Work and job quality,2015,,51.06646347,,A,Normal value,0,Units,2,Two,,
Portugal,2_6,_T,_T,Tertiary education,HSL_2,PRT,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Total,ISCED11_5T8,Work and job quality,2015,,15.31689739,,A,Normal value,0,Units,2,Two,,
Portugal,2_6,_T,_T,Total,HSL_2,PRT,Job strain,PT_SAL,Percentage of employees,Total,Total,_T,Work and job quality,2015,,33.23754501,,A,Normal value,0,Units,2,Two,,
Portugal,2_7,F,_T,Total,HSL_2,PRT,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Female,_T,Work and job quality,2024,,4.61,,A,Normal value,0,Units,2,Two,,
Portugal,2_7,M,_T,Total,HSL_2,PRT,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Male,_T,Work and job quality,2024,,9.3,,A,Normal value,0,Units,2,Two,,
Portugal,2_7,_T,MID,Total,HSL_2,PRT,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Middle-aged,Total,_T,Work and job quality,2024,,7.34,,A,Normal value,0,Units,2,Two,,
Portugal,2_7,_T,OLD,Total,HSL_2,PRT,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Old,Total,_T,Work and job quality,2024,,5.54,,A,Normal value,0,Units,2,Two,,
Portugal,2_7,_T,YOUNG,Total,HSL_2,PRT,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Young,Total,_T,Work and job quality,2024,,0.5,,A,Normal value,0,Units,2,Two,,
Portugal,2_7,_T,_T,Total,HSL_2,PRT,Long hours in paid work,PT_SAL,Percentage of employees,Total,Total,_T,Work and job quality,2024,,6.88,,A,Normal value,0,Units,2,Two,,
Portugal,2_8,_T,_T,Total,HSL_2,PRT,Average annual gross earnings,USD_PPP,"US dollars, PPP converted",Total,Total,_T,Work and job quality,2023,,37499.582,,A,Normal value,0,Units,2,Two,2023.0,
Portugal,2_8_DEP,_T,_T,Total,HSL_2,PRT,Full-time employees earning less than two-thirds of gross median earnings,PT_SAL_FT,Percentage of full-time employees,Total,Total,_T,Work and job quality,2023,,6.223512483,,A,Normal value,0,Units,2,Two,,
Portugal,2_8_VER,_T,_T,Total,HSL_2,PRT,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,Total,Total,_T,Work and job quality,2023,,3.268190596,,A,Normal value,0,Units,2,Two,,
Portugal,2_9,F,_T,Total,HSL_2,PRT,Job satisfaction,0_TO_10,0-10 scale,Total,Female,_T,Work and job quality,2023,,7.161537513,,A,Normal value,0,Units,2,Two,,
Portugal,2_9,M,_T,Total,HSL_2,PRT,Job satisfaction,0_TO_10,0-10 scale,Total,Male,_T,Work and job quality,2023,,7.464933121,,A,Normal value,0,Units,2,Two,,
Portugal,2_9,_T,MID,Total,HSL_2,PRT,Job satisfaction,0_TO_10,0-10 scale,Middle-aged,Total,_T,Work and job quality,2023,,7.249005817,,A,Normal value,0,Units,2,Two,,
Portugal,2_9,_T,OLD,Total,HSL_2,PRT,Job satisfaction,0_TO_10,0-10 scale,Old,Total,_T,Work and job quality,2023,,7.361807551,,A,Normal value,0,Units,2,Two,,
Portugal,2_9,_T,YOUNG,Total,HSL_2,PRT,Job satisfaction,0_TO_10,0-10 scale,Young,Total,_T,Work and job quality,2023,,7.391982431,,D,Definition differs,0,Units,2,Two,,
Portugal,2_9,_T,_T,Primary education,HSL_2,PRT,Job satisfaction,0_TO_10,0-10 scale,Total,Total,ISCED11_1,Work and job quality,2023,,7.377315713,,A,Normal value,0,Units,2,Two,,
Portugal,2_9,_T,_T,Secondary education,HSL_2,PRT,Job satisfaction,0_TO_10,0-10 scale,Total,Total,ISCED11_2_3,Work and job quality,2023,,7.344944014,,A,Normal value,0,Units,2,Two,,
Portugal,2_9,_T,_T,Tertiary education,HSL_2,PRT,Job satisfaction,0_TO_10,0-10 scale,Total,Total,ISCED11_5T8,Work and job quality,2023,,7.215529335,,A,Normal value,0,Units,2,Two,,
Portugal,2_9,_T,_T,Total,HSL_2,PRT,Job satisfaction,0_TO_10,0-10 scale,Total,Total,_T,Work and job quality,2023,,7.307303741,,A,Normal value,0,Units,2,Two,,
Portugal,3_1,_T,_T,Total,HSL_3,PRT,Households living in overcrowded conditions,PT_HH,Percentage of households,Total,Total,_T,Housing,2022,,4.263174534,,A,Normal value,0,Units,2,Two,,
Portugal,3_2,_T,_T,Total,HSL_3,PRT,Housing affordability,PT_B7G_S14,Percentage of household gross adjusted disposable income,Total,Total,_T,Housing,2022,,81.24459856,,A,Normal value,0,Units,2,Two,,
Portugal,3_3,_T,_T,Total,HSL_3,PRT,Housing cost overburden,PT_HH,Percentage of households,Total,Total,_T,Housing,2022,,19.00677532,,A,Normal value,0,Units,2,Two,,
Portugal,3_4,_T,_T,Total,HSL_3,PRT,Households with internet access at home,PT_HH,Percentage of households,Total,Total,_T,Housing,2021,,84.1039,,A,Normal value,0,Units,2,Two,,
Portugal,3_5,_T,_T,Total,HSL_3,PRT,Inability to keep home adequately warm,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,_T,Housing,2024,,15.7,,A,Normal value,0,Units,2,Two,,
Portugal,4_4,F,_T,Total,HSL_4,PRT,Satisfaction with time use,0_TO_10,0-10 scale,Total,Female,_T,Work-life balance,2022,,6.873227425,,A,Normal value,0,Units,2,Two,,
Portugal,4_4,M,_T,Total,HSL_4,PRT,Satisfaction with time use,0_TO_10,0-10 scale,Total,Male,_T,Work-life balance,2022,,7.125700474,,A,Normal value,0,Units,2,Two,,
Portugal,4_4,_T,MID,Total,HSL_4,PRT,Satisfaction with time use,0_TO_10,0-10 scale,Middle-aged,Total,_T,Work-life balance,2022,,6.33466218,,A,Normal value,0,Units,2,Two,,
Portugal,4_4,_T,OLD,Total,HSL_4,PRT,Satisfaction with time use,0_TO_10,0-10 scale,Old,Total,_T,Work-life balance,2022,,7.346260824,,A,Normal value,0,Units,2,Two,,
Portugal,4_4,_T,YOUNG,Total,HSL_4,PRT,Satisfaction with time use,0_TO_10,0-10 scale,Young,Total,_T,Work-life balance,2022,,6.923235094,,D,Definition differs,0,Units,2,Two,,
Portugal,4_4,_T,_T,Primary education,HSL_4,PRT,Satisfaction with time use,0_TO_10,0-10 scale,Total,Total,ISCED11_1,Work-life balance,2022,,7.275196241,,A,Normal value,0,Units,2,Two,,
Portugal,4_4,_T,_T,Secondary education,HSL_4,PRT,Satisfaction with time use,0_TO_10,0-10 scale,Total,Total,ISCED11_2_3,Work-life balance,2022,,6.869097207,,A,Normal value,0,Units,2,Two,,
Portugal,4_4,_T,_T,Tertiary education,HSL_4,PRT,Satisfaction with time use,0_TO_10,0-10 scale,Total,Total,ISCED11_5T8,Work-life balance,2022,,6.514615138,,A,Normal value,0,Units,2,Two,,
Portugal,4_4,_T,_T,Total,HSL_4,PRT,Satisfaction with time use,0_TO_10,0-10 scale,Total,Total,_T,Work-life balance,2022,,6.989910718,,A,Normal value,0,Units,2,Two,,
Portugal,4_4_DEP,F,_T,Total,HSL_4,PRT,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Female,_T,Work-life balance,2022,,16.01107006,,A,Normal value,0,Units,2,Two,,
Portugal,4_4_DEP,M,_T,Total,HSL_4,PRT,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Male,_T,Work-life balance,2022,,12.50379369,,A,Normal value,0,Units,2,Two,,
Portugal,4_4_DEP,_T,MID,Total,HSL_4,PRT,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,Total,_T,Work-life balance,2022,,20.02991046,,A,Normal value,0,Units,2,Two,,
Portugal,4_4_DEP,_T,OLD,Total,HSL_4,PRT,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Old,Total,_T,Work-life balance,2022,,11.35067575,,A,Normal value,0,Units,2,Two,,
Portugal,4_4_DEP,_T,YOUNG,Total,HSL_4,PRT,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Young,Total,_T,Work-life balance,2022,,14.70109255,,D,Definition differs,0,Units,2,Two,,
Portugal,4_4_DEP,_T,_T,Primary education,HSL_4,PRT,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_1,Work-life balance,2022,,12.0496488,,A,Normal value,0,Units,2,Two,,
Portugal,4_4_DEP,_T,_T,Secondary education,HSL_4,PRT,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_2_3,Work-life balance,2022,,14.13012942,,A,Normal value,0,Units,2,Two,,
Portugal,4_4_DEP,_T,_T,Tertiary education,HSL_4,PRT,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_5T8,Work-life balance,2022,,19.41798094,,A,Normal value,0,Units,2,Two,,
Portugal,4_4_DEP,_T,_T,Total,HSL_4,PRT,Satisfaction with time use score less than 5,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,_T,Work-life balance,2022,,14.39014237,,A,Normal value,0,Units,2,Two,,
Portugal,4_4_VER,_T,_T,Total,HSL_4,PRT,Top satisfaction with time use quintile,FCTR_Q1_SCR_TIME_USE,Factor of lowest time use scores quintile,Total,Total,_T,Work-life balance,2022,,2.902766394,,A,Normal value,0,Units,2,Two,,
Portugal,5_1,F,_T,Total,HSL_5,PRT,Life expectancy at birth,Y,Years,Total,Female,_T,Health,2023,,85.2,,A,Normal value,0,Units,2,Two,,
Portugal,5_1,M,_T,Total,HSL_5,PRT,Life expectancy at birth,Y,Years,Total,Male,_T,Health,2023,,79.5,,A,Normal value,0,Units,2,Two,,
Portugal,5_1,_T,_T,Total,HSL_5,PRT,Life expectancy at birth,Y,Years,Total,Total,_T,Health,2023,,82.4,,A,Normal value,0,Units,2,Two,,
Portugal,5_2,F,_T,Total,HSL_5,PRT,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Female,_T,Health,2023,,47.1,,A,Normal value,0,Units,2,Two,,
Portugal,5_2,M,_T,Total,HSL_5,PRT,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Male,_T,Health,2023,,55.3,,A,Normal value,0,Units,2,Two,,
Portugal,5_2,_T,MID,Total,HSL_5,PRT,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,Total,_T,Health,2023,,47.5,,A,Normal value,0,Units,2,Two,,
Portugal,5_2,_T,OLD,Total,HSL_5,PRT,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Old,Total,_T,Health,2023,,17.2,,A,Normal value,0,Units,2,Two,,
Portugal,5_2,_T,YOUNG,Total,HSL_5,PRT,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Young,Total,_T,Health,2023,,86.1,,A,Normal value,0,Units,2,Two,,
Portugal,5_2,_T,_T,Primary education,HSL_5,PRT,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_1,Health,2023,,32.9,,A,Normal value,0,Units,2,Two,,
Portugal,5_2,_T,_T,Secondary education,HSL_5,PRT,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_2_3,Health,2023,,67.4,,A,Normal value,0,Units,2,Two,,
Portugal,5_2,_T,_T,Tertiary education,HSL_5,PRT,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_5T8,Health,2023,,75.5,,A,Normal value,0,Units,2,Two,,
Portugal,5_2,_T,_T,Total,HSL_5,PRT,Perceived health as positive,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,_T,Health,2023,,51.0,,A,Normal value,0,Units,2,Two,,
Portugal,5_2_DEP,F,_T,Total,HSL_5,PRT,Perceived health as negative,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Female,_T,Health,2023,,15.5,,A,Normal value,0,Units,2,Two,,
Portugal,5_2_DEP,M,_T,Total,HSL_5,PRT,Perceived health as negative,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Male,_T,Health,2023,,11.3,,A,Normal value,0,Units,2,Two,,
Portugal,5_2_DEP,_T,_T,Total,HSL_5,PRT,Perceived health as negative,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,_T,Health,2023,,13.5,,A,Normal value,0,Units,2,Two,,
Portugal,5_3,F,_T,Total,HSL_5,PRT,"Deaths from suicide, alcohol, drugs",DT_10P5HB,Deaths per 100 000 inhabitants,Total,Female,_T,Health,2022,,5.998074164,,A,Normal value,0,Units,2,Two,,
Portugal,5_3,M,_T,Total,HSL_5,PRT,"Deaths from suicide, alcohol, drugs",DT_10P5HB,Deaths per 100 000 inhabitants,Total,Male,_T,Health,2022,,19.58736531,,A,Normal value,0,Units,2,Two,,
Portugal,5_3,_T,_T,Total,HSL_5,PRT,"Deaths from suicide, alcohol, drugs",DT_10P5HB,Deaths per 100 000 inhabitants,Total,Total,_T,Health,2022,,12.5882107,,A,Normal value,0,Units,2,Two,,
Portugal,5_4,F,_T,Total,HSL_5,PRT,Self-reported depression,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,_T,Health,2019,,10.6,,A,Normal value,0,Units,2,Two,,
Portugal,5_4,M,_T,Total,HSL_5,PRT,Self-reported depression,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,_T,Health,2019,,5.9,,A,Normal value,0,Units,2,Two,,
Portugal,5_4,_T,MID,Total,HSL_5,PRT,Self-reported depression,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,_T,Health,2019,,6.5,,A,Normal value,0,Units,2,Two,,
Portugal,5_4,_T,OLD,Total,HSL_5,PRT,Self-reported depression,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,_T,Health,2019,,13.8,,A,Normal value,0,Units,2,Two,,
Portugal,5_4,_T,YOUNG,Total,HSL_5,PRT,Self-reported depression,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,_T,Health,2019,,4.1,,A,Normal value,0,Units,2,Two,,
Portugal,5_4,_T,_T,Primary education,HSL_5,PRT,Self-reported depression,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_1,Health,2019,,11.2,,A,Normal value,0,Units,2,Two,,
Portugal,5_4,_T,_T,Secondary education,HSL_5,PRT,Self-reported depression,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_2_3,Health,2019,,4.8,,A,Normal value,0,Units,2,Two,,
Portugal,5_4,_T,_T,Tertiary education,HSL_5,PRT,Self-reported depression,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_5T8,Health,2019,,4.3,,A,Normal value,0,Units,2,Two,,
Portugal,5_4,_T,_T,Total,HSL_5,PRT,Self-reported depression,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,_T,Health,2019,,8.4,,A,Normal value,0,Units,2,Two,,
Portugal,6_1,F,_T,Total,HSL_6,PRT,Student reading skills,PO,Points,Total,Female,_T,Knowledge and skills,2022,,487.18,,A,Normal value,0,Units,2,Two,,
Portugal,6_1,M,_T,Total,HSL_6,PRT,Student reading skills,PO,Points,Total,Male,_T,Knowledge and skills,2022,,466.27,,A,Normal value,0,Units,2,Two,,
Portugal,6_1,_T,_T,Primary education,HSL_6,PRT,Student reading skills,PO,Points,Total,Total,ISCED11_1,Knowledge and skills,2018,,458.1313782,,A,Normal value,0,Units,2,Two,,
Portugal,6_1,_T,_T,Secondary education,HSL_6,PRT,Student reading skills,PO,Points,Total,Total,ISCED11_2_3,Knowledge and skills,2018,,505.3738403,,A,Normal value,0,Units,2,Two,,
Portugal,6_1,_T,_T,Tertiary education,HSL_6,PRT,Student reading skills,PO,Points,Total,Total,ISCED11_5T8,Knowledge and skills,2018,,512.0343628,,A,Normal value,0,Units,2,Two,,
Portugal,6_1,_T,_T,Total,HSL_6,PRT,Student reading skills,PO,Points,Total,Total,_T,Knowledge and skills,2022,,476.59,,A,Normal value,0,Units,2,Two,,
